,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
9609,"[10749, 35]",866413,en,"A new couple and their families reckon with modern love amid culture clashes, societal expectations and generational differences.",2.3535,2023-01-20,You People,5.633,754
9610,"[53, 27]",804616,en,"After lesbian couple Meg and Kayla split following a traumatic homophobic incident, their three friends are intent on mending the rift during the wedding of Lizzie at a paradise resort. But a pre-wedding boat excursion turns to disaster and the wedding breakfast is likely to be the five girls!",1.8395,2024-03-22,Something in the Water,5.627,302
9611,"[28, 80, 18]",531499,en,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,3.5139,2020-08-07,The Tax Collector,5.634,515
9612,[878],354282,en,"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",2.5446,2016-02-17,Science Fiction Volume One: The Osiris Child,5.633,520
9613,[35],252680,en,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",1.6366,2014-03-25,Moms' Night Out,5.633,305
9614,"[80, 53, 18]",9676,en,"In 1940s Los Angeles, two former boxers-turned-cops must grapple with corruption, narcissism, stag films and family madness as they pursue the killer of an aspiring young actress.",3.2593,2006-09-15,The Black Dahlia,5.633,1181
9615,"[35, 10749]",12518,en,"On her deathbed, a mother makes her son promise never to get married, which scars him with psychological blocks to a commitment with his girlfriend. They finally decide to tie the knot in Vegas, but a wealthy gambler arranges for the man to lose $65K in a poker game and offers to clear the debt for a weekend with his fiancée.",0.8369,1992-08-28,Honeymoon in Vegas,5.632,314
9616,"[16, 35, 14]",14239,en,"While incarcerated for murder, cartoonist Jack Deebs found escape by creating Cool World, a series featuring a voluptuous femme fatale named Holli Would. But the artist becomes a prisoner of his own fantasies when Holli transports Jack into Cool World with a scheme to seduce him and bring herself to life. Hard-boiled detective Frank Harris – the only other human in Cool World – cautions Jack with the law: Noids (humans) don't have sex with doodles (cartoons). However, flesh proves weaker than ink as Holli takes human form in Las Vegas, staring in a trans-universal chase that threatens the destruction of both worlds.",1.9068,1992-07-10,Cool World,5.6,783
9617,"[28, 53]",302150,en,An assassin forges an unlikely partnership with one of his targets: a woman seeking revenge for the murder of her family.,2.841,2017-06-08,The Hunter's Prayer,5.63,424
9618,[12],231474,en,"Imagine if all mythical artifacts, from Jason's Golden Fleece to Cinderella's glass slippers, were real. Well, they are -- and for centuries, a secret society called the Hunters has been sworn to protect them from an evil force called the Krugen.",1.1895,2013-10-25,The Hunters,5.6,353
9619,[35],13260,en,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA), the worst team in the league. In 1976 before the ABA collapses, the NBA plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. If the Tropics want to make it to the NBA, Jackie Moon must rally his team and start winning.",2.1813,2008-02-28,Semi-Pro,5.629,854
9620,"[878, 12, 28]",1979,en,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",6.5949,2007-06-13,Fantastic Four: Rise of the Silver Surfer,5.629,8286
9621,"[27, 53, 878]",384521,en,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",8.5263,2018-02-04,The Cloverfield Paradox,5.6,3482
9622,"[878, 28, 53]",346910,en,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",13.8407,2018-09-05,The Predator,5.629,5022
9623,"[27, 53]",1010600,en,"After their car breaks down in an eerie small town, a young couple are forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motives.",5.2246,2024-05-15,The Strangers: Chapter 1,5.627,677
9624,"[18, 27, 53]",692969,no,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",1.1506,2020-10-22,Cadaver,5.63,676
9625,[18],271185,en,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.",2.4737,2014-04-19,Ask Me Anything,5.6,422
9626,"[18, 53]",542917,es,"Vitoria-Gasteiz, Basque Country, Spain, 2019. Two corpses appear in the crypt of the Old Cathedral. Police officer Unai López de Ayala, an expert in criminal profiling, must hunt down the ritual murderer who has been terrorizing the city for two decades.",1.7477,2019-10-25,Twin Murders: The Silence of the White City,5.626,338
9627,"[27, 18]",434555,en,"When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",3.3922,2018-11-29,The Possession of Hannah Grace,5.626,1460
9628,"[35, 80]",345914,en,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",2.9017,2017-06-29,The House,5.626,959
9629,"[18, 27, 53]",49787,en,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.,1.4539,2010-05-15,The Reef,5.6,593
9630,"[12, 18]",83770,en,"Sal Paradise is a young writer whose life is shaken and ultimately redefined by the arrival of Dean Moriarty, a free-spirited, fearless, fast talking Westerner and his girl, Marylou. Traveling cross-country, Sal and Dean venture out on a personal quest for freedom from the conformity and conservatism engulfing them in search of the unknown, themselves, and the pursuit of “it” -- the pure essence of experience.",2.5604,2012-05-22,On the Road,5.623,882
9631,"[35, 10751, 12]",11888,en,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",2.584,2002-01-18,Snow Dogs,5.623,766
9632,"[9648, 12, 35, 10749, 18]",10956,en,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",2.8783,2001-04-10,Joe Dirt,5.623,779
9633,"[28, 80, 53]",106747,en,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,3.9017,2013-09-12,Machete Kills,5.623,2002
9634,"[27, 878, 53]",748853,en,"As a deadly virus ravages the world, Dr. Martin Lowery embarks on a mission to reach test site ATU327A, a research hub deep in the Arboreal Forest. The arduous journey, guided by park scout Alma, is set back by a nighttime attack that leaves the two bruised and shoeless. When they run into Zach, a man living off the grid, they gratefully accept his help. Zach’s intentions aren’t exactly what they seem, however, and a path out of the forest and into safety quickly fades as the line between myth and science blurs.",1.0319,2021-04-16,In the Earth,5.62,383
9635,[18],254302,en,Life for the residents of a tower block begins to run out of control.,1.8496,2015-11-22,High-Rise,5.62,1229
9636,"[35, 53, 9648]",237756,en,"While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",1.2836,2015-04-10,Kill Me Three Times,5.619,569
9637,"[28, 18, 53, 80]",1105407,en,"A Chicago detective travels to Scotland after an emerging serial killer’s crimes match those that he investigated five years earlier, one of which was the crime scene of his murdered girlfriend.",3.8246,2024-04-12,Damaged,5.618,334
9638,"[28, 80, 53]",70074,en,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",2.9413,2012-11-14,Bullet to the Head,5.619,1344
9639,"[27, 9648]",19912,en,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,6.5267,2009-08-26,The Final Destination,5.617,3810
9640,"[27, 9648]",19912,en,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,6.5267,2009-08-26,The Final Destination,5.617,3810
9641,"[35, 10749]",1819,en,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",1.4718,2006-07-13,"You, Me and Dupree",5.617,1409
9642,"[35, 28, 12, 9648]",10762,en,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",2.863,2004-08-20,Without a Paddle,5.6,692
9643,"[28, 35, 27]",10206,en,"Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.",3.6072,1992-07-24,Buffy the Vampire Slayer,5.616,890
9644,"[35, 10751, 12]",9513,en,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",3.9367,2006-06-15,Garfield: A Tail of Two Kitties,5.6,2321
9645,[27],11377,en,An amusement park mogul offers a random group of diverse people $1 million to spend the night in a decrepit former mental institution.,1.8954,1999-10-29,House on Haunted Hill,5.6,938
9646,"[14, 878, 27, 10751]",420950,fr,Five kids wake up in a world where everybody has disappeared.,0.9848,2017-02-08,Alone,5.614,520
9647,"[35, 28, 12, 10751, 10749]",17047,en,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",1.8798,2004-03-12,Agent Cody Banks 2: Destination London,5.614,668
9648,"[35, 18, 10752]",354287,en,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,7.0674,2017-05-26,War Machine,5.613,1207
9649,"[18, 27, 53]",11804,en,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",0.8719,2005-01-07,White Noise,5.613,851
9650,"[53, 27]",185341,es,"Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",1.9969,2014-10-31,[REC]⁴ Apocalypse,5.6,1240
9651,[35],52449,en,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",6.4092,2011-05-16,Bad Teacher,5.611,4881
9652,"[28, 53]",6058,en,"A deadly virus threatens to wipe out an entire Rocky Mountain town, leaving the town doctor to find some way to escape the soldiers who enforce the town's quarantine and devise an antidote. Matters take a more deadly turn after the physician is captured by a dangerously unstable band of militia extremists.",1.0195,1998-07-10,The Patriot,5.611,397
9653,"[53, 10749, 18]",412105,en,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",1.9015,2017-06-19,You Get Me,5.61,1711
9654,"[28, 12, 14, 10752]",9703,en,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",2.3699,2007-04-19,The Last Legion,5.61,837
9655,[27],291272,en,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",0.7464,2015-06-05,We Are Still Here,5.609,516
9656,[35],82687,en,An inventor and his mom hit the road together so he can sell his latest invention.,2.1261,2012-12-19,The Guilt Trip,5.609,755
9657,[35],244516,it,"A very extended family gathers for the Christmas holidays, after the death of the breadwinner Leonardo Sereni, famous singer. The eldest son Julius, with his wife Marina, has a panettone factory.",0.301,2013-12-19,Indovina chi viene a Natale?,5.607,369
9658,"[28, 18, 53, 80]",144336,en,"John 'Breacher' Wharton leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done – until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",2.6256,2014-03-28,Sabotage,5.607,1497
9659,"[53, 14, 28, 35]",10610,en,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,2.7981,2003-08-15,The Medallion,5.6,1170
9660,"[28, 12, 53]",195269,en,"Nick Malloy portrays an Emergency Medical Technician (EMT) who finds himself caught in a deadly 12-round game of cat and mouse with a vigilante tied to the paramedic's past. With little time to spare and his wife's life hanging in the balance, the EMT must figure out why he's been chosen to be the pawn in this maniac's game before it's too late.",2.1236,2013-06-01,12 Rounds 2: Reloaded,5.605,301
9661,"[10751, 12, 28, 35]",18885,en,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",1.5955,1994-02-25,3 Ninjas Kick Back,5.6,314
9662,"[18, 878, 53]",2900,en,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",2.0582,1999-08-27,The Astronaut's Wife,5.602,969
9663,"[28, 12, 53]",500916,en,"A big-game hunter for zoos books passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar – along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.",7.3215,2019-12-27,Primal,5.601,417
9664,"[35, 18, 10749]",144340,en,"Straitlaced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago.",1.1582,2013-03-21,Admission,5.601,643
9665,"[28, 35, 80]",2335,fr,"Before being extradited to Africa to stand trial, a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.",1.5038,2007-02-10,Taxi 4,5.601,1313
9666,"[27, 18, 53]",73936,en,"Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a man is washed ashore, with news of airborne killer disease that is sweeping through Europe.",0.8892,2011-10-14,Retreat,5.6,325
9667,"[10749, 35]",11812,en,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",2.7692,2002-04-12,The Sweetest Thing,5.6,1156
9668,"[14, 27, 12, 28]",9954,en,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,2.1416,2006-09-07,The Covenant,5.599,1076
9669,"[35, 10749]",9794,en,"When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.",2.2852,2006-10-06,Employee of the Month,5.6,684
9670,"[35, 18]",9586,en,"After his mistress runs over a black teen, a Wall Street hotshot sees his life unravel in the spotlight; A down-and-out reporter breaks the story and opportunists clamber to use it to their advantage.",1.5474,1990-12-21,The Bonfire of the Vanities,5.599,524
9671,"[28, 12]",718444,en,"Battle-hardened O’Hara leads a lively mercenary team of soldiers on a daring mission: rescue hostages from their captors in remote Africa. But as the mission goes awry and the team is stranded, O’Hara’s squad must face a bloody, brutal encounter with a gang of rebels.",2.2912,2020-08-20,Rogue,5.598,726
9672,"[18, 10749]",118289,en,"During the last two years of her life, Princess Diana campaigns against the use of land mines and has a secret love affair with a Pakistani heart surgeon.",1.831,2013-09-19,Diana,5.598,502
9673,"[9648, 53, 80]",458109,en,"Evan Birch is a family man and esteemed professor at a distinguished university. When a female student goes missing, police Detective Malloy has reason to be suspicious when crucial evidence makes Evan the prime suspect in her disappearance.",2.6427,2018-04-06,Spinning Man,5.6,474
9674,"[35, 18, 10749]",84165,en,"Marion and Mingus both come from failed relationships but, by bringing their children together, they've managed to form a small yet happy family. Tensions in their household soon begin to spike when Marion's jovial father shows up on their doorstep with his randy daughter and her peculiar boyfriend in tow. As the motor-mouthed houseguests shatter every taboo imaginable, the happy couple begin to question their commitment.",0.913,2012-03-28,2 Days in New York,5.597,304
9675,"[35, 12, 28]",6519,en,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.",3.2182,2005-08-05,The Dukes of Hazzard,5.596,1275
9676,"[28, 35, 14, 27]",457943,en,An illustrious British boarding school becomes a bloody battleground when a mysterious sinkhole appears at a nearby fracking site unleashing unspeakable horror.,2.2413,2018-10-31,Slaughterhouse Rulez,5.595,490
9677,"[28, 80, 35]",40805,en,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",4.2689,2011-01-12,The Green Hornet,5.595,3413
9678,"[28, 80, 9648, 53]",22787,en,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko will soon leave the harsh environment behind for good – in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life.",6.3804,2009-09-09,Whiteout,5.595,819
9679,"[28, 12, 14]",9334,en,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",4.5329,2002-04-18,The Scorpion King,5.594,3313
9680,"[27, 53]",1010826,es,"Eight horror-loving friends fight for their lives when a killer clown who seems to know the grim secret they share begins to pick them off, one by one.",1.1958,2023-08-25,Killer Book Club,5.594,308
9681,"[28, 878, 35]",365177,en,"Returning to her home planet, an infamous bounty hunter forms an unexpected alliance with a team of unlikely heroes. Together, they battle monsters and dangerous bandits to protect a young girl who holds the key to unimaginable power.",7.1521,2024-08-07,Borderlands,5.594,1397
9682,"[10751, 28, 12]",20483,en,"A determined twelve-year-old mountain climber takes drastic action to save her injured father by planning a high-stakes bank heist, using her skills and teamwork to navigate the challenge.",1.2431,2004-02-06,Catch That Kid,5.594,316
9683,"[35, 10751]",9969,en,"Determined to unseat Steve Finch's reign as the town's holiday season king, Buddy Hall plasters his house with so many decorative lights that it'll be visible from space! When their wives bond, and their kids follow suit, the two men only escalate their rivalry - and their decorating.",2.4727,2006-11-22,Deck the Halls,5.594,784
9684,"[12, 35, 14, 28, 10751]",1091181,fr,"When an old card game comes to life, a family jumps back in time to a medieval village where they must unmask werewolves to secure their return home.",2.9519,2024-10-22,Family Pack,5.593,522
9685,"[28, 80, 53]",479040,en,"When his fiancee is kidnapped by human traffickers, Roman and his ex-military brothers set out to track her down and save her before it is too late. Along the way, Roman teams up with Avery, a cop investigating human trafficking and fighting the corrupt bureaucracy that has harmful intentions.",2.6074,2018-01-12,Acts of Violence,5.593,435
9686,"[28, 14, 53]",890656,en,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,1.627,2022-02-17,Fistful of Vengeance,5.6,327
9687,"[27, 35]",27475,en,Trish invites her high school basketball teammates over for a night they'll never forget when an unexpected guest crashes the party: an escaped psychopath with a portable power drill.,1.0636,1982-09-10,The Slumber Party Massacre,5.592,385
9688,"[35, 10749]",7839,en,"After losing the woman of his dreams, Anderson is convinced he'll never fall in love again. But at the urging of his best friend, he spontaneously proposes to a dissatisfied waitress named Katie and an innocent dare evolves into the kind of love that both have been looking for all along.",2.319,2006-09-09,Wedding Daze,5.6,397
9689,"[18, 53]",373314,en,"An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm’s senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything.",1.8478,2016-02-05,Misconduct,5.591,599
9690,[18],164251,en,"North Carolina mountains at the end of the 1920s – George and Serena Pemberton, love-struck newly-weds, begin to build a timber empire. Serena soon proves herself to be equal to any man: overseeing loggers, hunting rattle-snakes, even saving a man’s life in the wilderness. With power and influence now in their hands, the Pembertons refuse to let anyone stand in the way of their inflated love and ambitions. However, once Serena discovers George’s hidden past and faces an unchangeable fate of her own, the Pemberton’s passionate marriage begins to unravel leading toward a dramatic reckoning.",1.7547,2014-10-12,Serena,5.591,1056
9691,"[80, 53, 9648]",136911,en,"An obsessed cop is on the trail of a serial killer prowling the streets of Buffalo, N.Y. but when his teenage daughter disappears, he drops any professional restraint to get the killer.",1.1643,2012-10-20,The Factory,5.6,302
9692,[35],306523,it,Massimo Marinelli Lops and Giulia Colardo meet by chance in Rome and fall in love. Giulia asks Massimo to spend Christmas Eve with her family.,0.5465,2014-11-27,Ogni maledetto Natale,5.589,327
9693,"[35, 28, 878]",80035,en,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood – and the world – from total extermination.",4.579,2012-07-26,The Watch,5.589,2429
9694,"[28, 12, 18, 53]",7227,en,"Flight 23 has crashed in the Bermuda Triangle after a hijacking gone wrong. Now the surviving passengers must brave panic, slow leaks, oxygen depletion, and more while attempting a daring plan, all while 200 feet underwater.",1.9015,1977-03-11,Airport '77,5.589,316
9695,"[53, 28, 14]",1250,en,"In order to save his dying father, young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",8.5509,2007-01-15,Ghost Rider,5.588,6326
9696,[35],419472,en,Local Pennsylvania polka legend Jan Lewan develops a plan to get rich that shocks his fans and lands him in jail.,1.4723,2017-01-22,The Polka King,5.587,317
9697,"[27, 53]",300665,en,"A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an equally deranged lawman out for revenge, one of the teens is destined for tragedy and horrors that will destroy his mind, moulding him into a monster named Leatherface.",4.4628,2017-09-14,Leatherface,5.587,1407
9698,"[35, 18]",36298,it,"A priest, after spending years in humanitary missions in Africa, reunites with his family, which is in worse conditions than when he left, and above all meets a young lady who will make him doubt both himself and his faith.",0.3852,2010-01-05,"Me, Them and Lara",5.587,309
9699,"[14, 35, 10751]",2698,en,God contacts Junior Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,4.7015,2007-06-09,Evan Almighty,5.6,4490
9700,"[28, 14, 35]",602211,en,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",2.1217,2020-10-19,Fatman,5.581,940
9701,"[28, 12, 878]",286567,en,"The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",1.5435,2016-10-14,Max Steel,5.6,833
9702,"[12, 35]",14361,en,"When mild-mannered Martin Harvey finds out that he has inherited a vintage yacht, he decides to take his family on a Caribbean vacation to retrieve the vessel. Upon arriving on a small island and realizing that the ship is in rough shape, Martin and his family end up with more than they bargained for as the roguish Captain Ron signs on to sail the boat to Miami. It doesn't take long before Ron's anything-goes antics get the Harveys into plenty of trouble.",1.0747,1992-09-18,Captain Ron,5.586,318
9703,"[35, 10751]",7233,en,An acclaimed college hoops coach is demoted to a junior varsity team after a public meltdown.,3.4689,2005-07-01,Rebound,5.586,347
9704,"[27, 9648]",13803,en,"While being interrogated by a police psychiatrist, the near-catatonic Tabitha tries to explain why she and two of her childhood friends are being hunted by a serial killer. The truth that's dying to come out weaves together three tragic secrets from their past. Two of the girls' boyfriends become unwitting targets in their deadly game.",0.9709,2008-10-09,Amusement,5.585,375
9705,[28],11037,en,"When Doug's father, an Air Force Pilot, is shot down by MiGs belonging to a radical Middle Eastern state, no one seems able to get him out. Doug finds Chappy, an Air Force Colonel who is intrigued by the idea of sending in two fighters piloted by himself and Doug to rescue Doug's father after bombing the MiG base.",2.0221,1986-01-17,Iron Eagle,5.6,323
9706,"[28, 12, 878]",10329,en,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa, where human greed and the laws of nature have gone berserk.",4.5445,1995-06-09,Congo,5.585,957
9707,"[53, 80]",14365,en,A woman grows suspicious of her controlling husband after she discovers secrets about the women in his past.,2.3519,2002-05-10,Killing Me Softly,5.584,353
9708,"[53, 80]",842934,en,"A yearly high-stakes poker game between childhood friends turns into chaos when the tech billionaire host unveils an elaborate scheme to seek revenge for the ways they've betrayed him over the years. But as his plans unfold, a group of thieves hatch plans of their own breaking into the mansion thinking it is empty. The old friends quickly band together and the years of playing the game help them win their way through a night of terror.",4.1432,2022-11-16,Poker Face,5.583,403
9709,"[12, 14, 27, 35]",74461,en,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,1.4288,2013-01-21,Knights of Badassdom,5.583,436
9710,"[35, 878, 9648]",46837,en,"Smith, a typical young college student who likes partying and engaging in acts of random sex and debauchery, has been having some interesting dreams revolving around two gorgeous women -- and is shocked when he meets the dream girls in real life. Lorelei looks just like his fantasy brunette, while a mysterious red-haired girl being chased by assassins draws him into an international conspiracy. Or is it all just a drug-induced hallucination?",4.784,2010-10-06,Kaboom,5.6,355
9711,[35],382511,fr,"François Gautier is stingy! Saving puts the joy, it causes pay sweats. His life is set for the sole purpose of never spend anything. A life that will switch in one day: he falls in love and discovers he has a daughter he did not know existed. Forced to lie in order to hide his terrible default, this will be the beginning for François problems. Because lie can sometimes be expensive. Very expensive…",4.685,2016-09-28,Penny Pincher!,5.582,946
9712,[18],10802,en,"Fresh to Las Vegas with no connections, Nomi Malone takes a job as an exotic dancer. Her talents are quickly noticed by Cristal, a headlining dancer who senses an opportunity to bolster her own act. But Nomi won’t play second fiddle and soon begins her venomous path to the top, ruthlessly backstabbing anyone who gets in her way.",8.3342,1995-09-22,Showgirls,5.582,1346
