,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
4091,[18],500860,en,"While participating in a rehabilitation program training wild mustangs, a convict at first struggles to connect with the horses and his fellow inmates, but he learns to confront his violent past as he soothes an especially feisty horse.",1.2537,2019-03-15,The Mustang,6.884,408
4092,"[28, 35, 80]",64688,en,"When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.",7.3408,2012-03-14,21 Jump Street,6.884,10832
4093,"[10751, 12, 35, 14]",24100,en,"Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.",1.5525,2000-10-27,The Little Vampire,6.884,453
4094,"[16, 10751]",15167,en,"The Mouse King casts an evil spell over Clara that causes her to shrink. Clara and the Nutcracker set out on an adventurous journey to find Sugarplum Princess, who has the power to undo the spell.",3.1427,2001-09-30,Barbie in the Nutcracker,6.9,1098
4095,"[16, 878, 10751, 12]",718789,en,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,6.302,2022-06-15,Lightyear,6.9,3714
4096,"[12, 36]",70667,no,"The true story about legendary explorer Thor Heyerdahl and his epic crossing of the Pacific on a balsa wood raft in 1947, in an effort to prove it was possible for South Americans to settle in Polynesia in pre-Columbian times.",1.8623,2012-08-24,Kon-Tiki,6.9,808
4097,"[878, 28, 27]",12476,en,"When average, law-abiding citizens suddenly turn to a life of hedonistic behavior and violent crime, Detective Tom Beck is tasked with helping young FBI agent Lloyd Gallagher determine the cause.",2.1805,1987-10-30,The Hidden,6.883,464
4098,"[10752, 28, 18]",9567,en,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",5.3293,2003-03-07,Tears of the Sun,6.884,2547
4099,"[28, 12, 35]",6399,it,"Alan gets a map to some war treasure which the Japanese army left behind on a small Pacific island at the end of World War II. But some gangsters try to steal the map from him and so he hides on Charlie's boat which just leaves the harbor. He manipulates the ship's compass so that Charlie is not aware that he is sailing to the treasure island. But when they step on the island, they discover that it is not as abandoned as they believed: there are some natives - and a Japanese soldier still defending the treasure",1.5647,1981-12-09,Who Finds a Friend Finds a Treasure,6.883,664
4100,"[80, 18, 53]",507532,en,"Two brothers from opposite sides of the tracks are reunited as adults. Desperate circumstances force them into a deal with an organized crime syndicate in Boston, and a young woman gets caught in the middle.",3.3604,2023-09-08,Finestkind,6.9,325
4101,"[18, 10749]",419743,en,"New York photographer Ronit flies to London after learning about the death of her estranged father. Ronit is returning to the same Orthodox Jewish community that shunned her decades earlier for her childhood attraction to Esti, a female friend. Their fortuitous and happy reunion soon reignites their burning passion as the two women explore the boundaries of faith and sexuality.",12.3613,2018-04-24,Disobedience,6.882,1261
4102,"[18, 10749, 35]",113947,en,"Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Cohen-Greene to lose his virginity.",3.1755,2012-05-02,The Sessions,6.882,592
4103,"[16, 35, 10751]",13931,en,"Mike discovers that being the top-ranking laugh collector at Monsters, Inc. has its benefits – in particular, earning enough money to buy a six-wheel-drive car that's loaded with gadgets. That new-car smell doesn't last long enough, however, as Sulley jump-starts an ill-fated road test that teaches Mike the true meaning of buyer's remorse.",1.7174,2002-05-24,Mike's New Car,6.9,731
4104,"[16, 10751, 12, 14]",13285,en,"In this animated follow-up to Fairytopia, Elina enlists the help of a mermaid, Nori, to save her friend Nalu, a merman prince who has been captured by the wicked Laverna.",3.3366,2006-03-14,Barbie Fairytopia: Mermaidia,6.9,726
4105,"[37, 27, 18]",294963,en,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. The doctor's assistant, wife of the local foreman, tends to him in prison. That night, the town is attacked and they both disappear—only the arrow of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and the foreman's wife.",6.7198,2015-10-23,Bone Tomahawk,6.88,2464
4106,"[18, 14, 10749]",556694,en,"A solitary scholar discovers an ancient bottle while on a trip to Istanbul and unleashes a djinn who offers her three wishes. Filled with reluctance, she is unable to come up with one, so the djinn tries to inspire her with his stories.",3.8955,2022-08-24,Three Thousand Years of Longing,6.9,1610
4107,"[27, 35, 53]",9059,en,"Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where — with the help of its residents — he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.",2.2338,1995-01-13,Tales from the Crypt: Demon Knight,6.88,538
4108,"[27, 53]",6498,da,"Martin, a law student, takes up a job as a nightwatchman at a mortuary to fund his studies. But the mortuary harbours a dark secret, and he has to find the truth before he is implicated in a serial murder case.",3.4285,1994-02-25,Nightwatch,6.88,308
4109,"[80, 18, 53]",3472,en,An undocumented immigrant finds a human heart in one of the toilets of the west London hotel where he works with other undocumented immigrants.,2.5204,2002-09-05,Dirty Pretty Things,6.88,479
4110,"[18, 53]",1106739,en,"While serving as a juror in a high profile murder trial, family man Justin Kemp finds himself struggling with a serious moral dilemma…one he could use to sway the jury verdict and potentially convict—or free—the accused killer.",6.3926,2024-10-30,Juror #2,6.881,2346
4111,"[18, 10749]",746131,fr,"Émilie meets Camille who is attracted to Nora, who crosses paths with Amber. Three girls and a boy – They're friends, sometimes lovers and often both.",1.5794,2021-11-03,"Paris, 13th District",6.879,380
4112,"[27, 53]",676547,en,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",3.0398,2022-10-23,Prey for the Devil,6.9,989
4113,"[18, 80, 9648]",541134,en,"Suspicious that her colleague is responsible for a series of mysterious patient deaths, a nurse risks her own life to uncover the truth.",2.8573,2022-10-19,The Good Nurse,6.879,1383
4114,"[28, 80, 53]",449992,id,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",4.086,2018-10-05,The Night Comes for Us,6.879,768
4115,"[12, 18, 10751]",157841,en,A 10-year-old child prodigy cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on board a freight train to receive an award at the Smithsonian Institute.,2.1009,2013-10-16,The Young and Prodigious T.S. Spivet,6.879,871
4116,"[10752, 18]",10015,en,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",2.7249,1986-12-05,Heartbreak Ridge,6.88,1091
4117,"[35, 10749]",9602,en,"An African prince decides it’s time for him to find a princess... and his mission leads him and his most loyal friend to Queens, New York. In disguise as an impoverished immigrant, the pampered prince quickly finds himself a new job, new friends, new digs, new enemies and lots of trouble.",8.0012,1988-06-29,Coming to America,6.879,4650
4118,"[10749, 18]",642208,en,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",5.7085,2020-11-20,Supernova,6.9,348
